ID_Image,pct_rouille,rugosite,mon_variable,label
saine_067.jpg,0.0213623046875,1037.8863396396423,54.874969482421875,0
saine_003.jpg,0.03204345703125,1418.7424762976693,65.51286315917969,0
saine_043.jpg,0.01983642578125,2016.0771758169647,76.66323852539062,0
saine_009.jpg,0.01983642578125,828.4485804927591,55.16802978515625,0
saine_069.jpg,0.0152587890625,1353.852331417504,64.66368103027344,0
saine_000.jpg,0.01983642578125,1456.8709436716013,67.0252685546875,0
saine_038.jpg,0.10223388671875,1056.18150871648,61.58544921875,0
saine_035.jpg,0.0213623046875,1092.8767285910765,57.30169677734375,0
s4.png,0.0,3791.9244023276024,75.690673828125,0
saine_050.jpg,0.02899169921875,918.0919206978429,52.72795104980469,0
saine_063.jpg,0.0244140625,1472.3556087643874,65.41766357421875,0
saine_042.jpg,0.25787353515625,940.3050457714387,49.661956787109375,0
saine_033.jpg,0.01373291015625,2192.641766484968,72.44367980957031,0
saine_071.jpg,0.0274658203125,854.7742226601122,51.37782287597656,0
saine_020.jpg,0.01983642578125,1234.554510680159,60.44181823730469,0
s5.png,0.01068115234375,17900.14362120189,156.90968322753906,0
saine_001.jpg,0.018310546875,1446.5723389192726,61.23443603515625,0
s10.jpg,0.1861572265625,4028.108391888491,51.87322998046875,0
saine_064.jpg,0.030517578125,1087.0465017320103,62.77191162109375,0
saine_011.jpg,0.1495361328125,1377.834533456514,69.72425842285156,0
saine_058.jpg,0.02899169921875,1077.8772285879024,53.275604248046875,0
saine_014.jpg,0.018310546875,1819.3041362488666,68.21528625488281,0
saine_076.jpg,0.03204345703125,1103.4147002084192,53.858795166015625,0
saine_025.jpg,0.23193359375,987.1334936077116,53.515380859375,0
saine_041.jpg,0.0213623046875,1328.337816047458,62.00172424316406,0
saine_021.jpg,0.01678466796875,1954.3800887840985,81.89201354980469,0
saine_031.jpg,0.03509521484375,711.7510727452355,52.11521911621094,0
saine_068.jpg,0.01983642578125,1171.867382986329,59.646453857421875,0
saine_072.jpg,0.02288818359375,670.0889281494503,55.24717712402344,0
saine_008.jpg,0.01983642578125,876.7241897122756,50.74224853515625,0
saine_055.jpg,0.03204345703125,919.4073725166437,53.99468994140625,0
saine_066.jpg,0.0274658203125,1235.3741837399793,57.64955139160156,0
saine_037.jpg,0.030517578125,1320.694658651806,63.87101745605469,0
saine_007.jpg,0.01373291015625,1409.9559904447556,67.72880554199219,0
saine_046.jpg,0.0274658203125,910.4849141214859,54.37510681152344,0
saine_060.jpg,0.018310546875,2081.6937087697524,76.52696228027344,0
saine_030.jpg,0.02593994140625,1299.699437106554,67.5482177734375,0
saine_027.jpg,0.0152587890625,1330.2657025277863,63.181549072265625,0
saine_002.jpg,0.0091552734375,2016.7713236595132,66.88624572753906,0
saine_062.jpg,0.0152587890625,1447.7632057805154,64.25251770019531,0
saine_034.jpg,0.12359619140625,1337.6234333442644,68.28001403808594,0
saine_029.jpg,0.00762939453125,2078.5089555404584,82.92607116699219,0
saine_012.jpg,0.01983642578125,835.1850118135235,61.60520935058594,0
saine_023.jpg,0.018310546875,2184.560598374233,70.42300415039062,0
saine_044.jpg,0.02288818359375,1324.9129847902168,71.20866394042969,0
saine_078.jpg,0.0213623046875,2108.6657263571055,76.09602355957031,0
saine_006.jpg,0.02288818359375,1185.4597981248396,61.78016662597656,0
saine_016.jpg,0.030517578125,1758.4703610980391,69.57298278808594,0
saine_051.jpg,0.1739501953125,1106.074806864217,60.747039794921875,0
saine_047.jpg,0.14801025390625,2218.029347653186,82.58958435058594,0
saine_049.jpg,0.03509521484375,1224.2422832132168,57.94486999511719,0
saine_005.jpg,0.02288818359375,1748.249845614006,67.59355163574219,0
saine_036.jpg,0.0274658203125,1691.49906612993,68.04580688476562,0
saine_010.jpg,0.07476806640625,2007.7832993647012,66.48098754882812,0
saine_013.jpg,0.02288818359375,2169.124198595502,77.36502075195312,0
saine_018.jpg,0.0213623046875,1004.0900790020523,60.5875244140625,0
saine_079.jpg,0.01983642578125,1716.344239141187,62.392120361328125,0
saine_017.jpg,0.0213623046875,1730.2766270783688,74.24728393554688,0
saine_057.jpg,0.02288818359375,1428.5287297363425,60.745758056640625,0
saine_022.jpg,0.0152587890625,1446.1176358407997,64.45954895019531,0
saine_073.jpg,0.018310546875,896.5817724553258,57.76806640625,0
